Order_Date,Region,Product_ID,Category,Sub_Category,Sales,Profit,Inventory_Days
2020-10-08,South,P00994,Furniture,Tables,694.8,159.16,239
2021-01-31,North,P00048,Electronics,Laptops,374.57,181,51
2020-03-16,West,P00744,Electronics,Phones,519.34,200.19,177
2021-09-28,East,P00116,Electronics,Phones,720.09,119.29,27
2021-10-21,North,P00966,Groceries,Fruits,462.32,37.03,195
2024-01-06,West,P00590,Groceries,Vegetables,700.19,-163.44,242
2022-03-08,East,P00979,Furniture,Tables,485.75,-119.01,311
2023-05-25,South,P00175,Toys,Board Games,40.11,11.29,44
2023-02-25,East,P00520,Groceries,Fruits,211.95,76.55,84
2020-10-09,East,P00938,Groceries,Vegetables,0,30.59,165
2021-11-19,West,P00007,Clothing,Shirts,407.68,41.66,37
2022-07-06,North,P00860,Furniture,Beds,859.28,-48.19,206
2022-04-19,South,P00881,Clothing,Shoes,137.78,-8.5,308
2021-08-21,North,P00917,Furniture,Chairs,973.53,-135.2,249
2020-12-12,South,P00900,Electronics,Laptops,174.52,-5.9,34
2020-02-18,North,P00046,Groceries,Fruits,822.34,-242,42
2020-12-23,West,P00606,Toys,Board Games,0,-86.68,10
2022-12-02,East,P00866,Furniture,Chairs,712.57,347,179
2021-02-16,West,P00373,Toys,Action Figures,526.34,-105.42,231
2021-05-03,East,P00137,Groceries,Vegetables,639.55,199.98,49
2021-07-05,West,P00206,Electronics,Phones,31.63,10.11,185
2022-12-24,North,P00430,Toys,Puzzles,196.91,6.21,296
2020-08-25,North,P00401,Clothing,Pants,434.07,-120.81,306
2022-07-27,East,P00972,Electronics,Phones,20.41,6.32,97
2021-02-16,North,P00580,Clothing,Shoes,572.75,191.07,292
2023-07-28,East,P00502,Electronics,Accessories,482.21,5.48,262
2020-07-11,West,P00651,Toys,Action Figures,909.78,298.55,219
2024-01-06,West,P00324,Electronics,Accessories,618.92,273.27,312
2023-03-18,West,P00897,Electronics,Laptops,931.69,-241.86,182
2020-03-19,West,P00208,Furniture,Chairs,891.54,-80.08,277
2023-05-02,South,P00148,Electronics,Accessories,584.03,-43.19,93
2020-10-01,East,P00200,Electronics,Phones,825.41,220.55,237
2022-05-28,West,P00588,Furniture,Beds,64.42,10.49,233
2024-01-15,East,P00685,Toys,Puzzles,453.08,128.68,237
2022-11-12,North,P00077,Toys,Puzzles,515.36,-47.91,172
2022-06-07,East,P00194,Electronics,Phones,96.1,-5.52,198
2020-04-09,South,P00600,Groceries,Fruits,341.53,53.51,87
2023-05-14,South,P00888,Electronics,Phones,796.24,159.39,275
2023-03-23,West,P00554,Electronics,Accessories,948.89,-215.34,191
2023-07-28,South,P00684,Electronics,Laptops,614.09,278.73,329
2023-03-30,North,P00539,Furniture,Chairs,24.05,-2.26,63
2020-06-23,North,P00195,Electronics,Accessories,691.46,206.72,325
2023-08-07,West,P00290,Toys,Action Figures,995.47,-69.67,251
2023-04-23,North,P00305,Toys,Puzzles,244.35,99.23,197
2023-05-24,West,P00945,Toys,Board Games,67.16,25.25,0
2020-12-24,East,P00274,Groceries,Fruits,234.99,31.73,14
2020-08-07,North,P00118,Toys,Puzzles,302.47,-68.83,211
2021-06-11,East,P00692,Furniture,Beds,615.23,-1.98,344
2023-08-08,South,P00183,Groceries,Beverages,819.02,-236.75,129
2021-03-30,West,P00631,Groceries,Beverages,353.49,16.06,271
2020-07-24,East,P00740,Clothing,Shirts,42.07,-1.32,214
2023-04-21,North,P00208,Furniture,Chairs,798.68,-23.65,148
2021-11-10,North,P00015,Electronics,Phones,245.91,-29.63,129
2022-02-27,North,P00378,Groceries,Fruits,243.64,-45.11,96
2022-05-09,South,P00934,Electronics,Phones,651.81,70.97,146
2021-09-06,North,P00200,Clothing,Pants,846.35,-200.01,220
2021-07-30,West,P00932,Clothing,Shoes,864.8,-162.96,82
2023-06-07,South,P00001,Clothing,Shirts,869.3,144.73,254
2023-06-17,South,P00249,Toys,Board Games,663.39,7.31,38
2023-07-05,West,P00994,Furniture,Beds,269.86,44.52,201
2020-08-25,South,P00219,Groceries,Vegetables,251.56,119.09,35
2022-11-06,North,P00144,Furniture,Chairs,554.85,61.68,158
2022-02-13,East,P00630,Toys,Action Figures,896.6,424.36,204
2021-03-26,North,P00820,Furniture,Chairs,169.03,-27.31,159
2022-05-26,North,P00630,Furniture,Tables,280.74,81.18,166
2023-03-21,South,P00487,Groceries,Fruits,115.35,41.23,217
2021-10-11,East,P00219,Clothing,Shirts,359.94,-17.09,140
2020-03-04,North,P00969,Clothing,Shirts,949.04,255.22,298
2021-10-20,West,P00337,Toys,Action Figures,316.37,151.83,146
2021-05-16,South,P00063,Groceries,Vegetables,781.57,92.22,108
2020-03-16,North,P00514,Clothing,Pants,983.51,-104.96,318
2022-08-14,West,P00893,Groceries,Beverages,12.68,4.82,119
2023-09-22,West,P00064,Furniture,Beds,17.69,1.66,45
2023-04-18,West,P00410,Electronics,Phones,742.19,-97.39,44
2020-01-11,South,P00566,Toys,Puzzles,690.32,242.88,357
2020-07-05,South,P00219,Furniture,Beds,465.73,-58.65,214
2021-02-27,West,P00609,Groceries,Vegetables,680.37,-139.33,332
2021-05-06,North,P00921,Clothing,Shoes,488.71,-60.56,269
2021-03-18,East,P00840,Electronics,Laptops,549.35,-109.59,231
2024-01-08,North,P00745,Clothing,Pants,718.21,-59.67,211
2021-03-24,East,P00430,Furniture,Chairs,417.03,109.77,219
2020-10-25,North,P00489,Groceries,Vegetables,514.04,-96.92,4
2020-02-18,South,P00793,Toys,Puzzles,872.87,30.27,324
2021-04-28,South,P00981,Electronics,Phones,249.24,-61.21,310
2022-02-05,North,P00060,Clothing,Shoes,365.07,-31.31,296
2021-08-18,South,P00083,Groceries,Fruits,100.57,29.9,141
2021-01-09,North,P00373,Clothing,Pants,366.08,91.44,232
2023-12-19,South,P00816,Toys,Board Games,240.08,50.06,258
2023-02-17,West,P00911,Clothing,Shirts,19.73,0.54,308
2023-12-04,West,P00658,Clothing,Pants,184.26,72.41,22
2022-04-04,South,P00806,Electronics,Accessories,311.05,108.65,227
2021-05-13,East,P00158,Electronics,Phones,817.93,398.43,69
2021-12-04,North,P00141,Electronics,Laptops,695.99,340.96,297
2021-10-07,West,P00346,Electronics,Laptops,113.37,17.59,13
2022-02-25,East,P00516,Furniture,Beds,915.95,-160.21,40
2023-10-17,North,P00772,Clothing,Pants,436.9,67.91,35
2022-04-07,North,P00606,Groceries,Vegetables,479.69,-15.82,11
2020-06-29,East,P00187,Toys,Action Figures,724.99,-116.49,362
2023-01-09,South,P00816,Groceries,Vegetables,717.32,39.96,31
2024-01-23,North,P00142,Furniture,Beds,240.53,22.51,66
2022-03-11,South,P00256,Electronics,Phones,930.35,-186.36,20
2023-12-21,East,P00945,Groceries,Beverages,329.58,-30.82,199
2020-09-24,East,P00109,Groceries,Fruits,304.98,19.54,326
2020-12-17,West,P00200,Clothing,Shoes,710.54,-152.79,70
2023-03-13,South,P00225,Furniture,Chairs,308.78,129.62,340
2020-12-09,North,P00471,Toys,Action Figures,122.83,26.42,349
2020-08-19,South,P00879,Furniture,Chairs,504.55,157.33,289
2021-03-31,North,P00654,Groceries,Beverages,463.78,57.03,274
2020-01-06,North,P00458,Toys,Board Games,642.57,-150.9,243
2024-01-12,North,P00440,Toys,Puzzles,299.73,40.87,170
2021-05-13,West,P00713,Furniture,Chairs,437.69,218.51,87
2020-04-11,South,P00169,Clothing,Pants,171.72,-37.19,163
2020-03-16,East,P00992,Electronics,Laptops,493.66,58.92,169
2020-08-19,South,P00336,Groceries,Beverages,274.47,117.62,92
2020-10-13,East,P00849,Electronics,Phones,869.32,315.17,280
2023-11-12,South,P00585,Electronics,Accessories,646.67,-30.66,128
2020-06-17,East,P00055,Electronics,Phones,450.39,188.95,187
2020-11-19,North,P00964,Groceries,Beverages,391.21,177.76,226
2021-03-19,West,P00447,Toys,Action Figures,969.8,61.23,48
2020-03-11,East,P00770,Electronics,Laptops,121.38,35.05,349
2020-06-21,South,P00154,Electronics,Laptops,859.62,-140.56,39
2021-07-13,South,P00097,Electronics,Phones,997.7,-88.95,64
2020-05-02,East,P00711,Groceries,Vegetables,606.86,135.56,358
2021-05-29,East,P00526,Furniture,Chairs,699.72,196.1,21
2021-12-23,South,P00261,Groceries,Vegetables,413.82,-9.01,66
2020-03-29,East,P00490,Electronics,Phones,74.62,26.67,338
2020-01-02,East,P00523,Clothing,Shirts,880.53,98.07,291
2020-07-20,North,P00040,Groceries,Vegetables,653.69,317.68,281
2022-03-22,North,P00765,Clothing,Pants,754.28,128.75,191
2020-06-21,East,P00217,Clothing,Shoes,368.67,133.13,69
2020-08-23,South,P00867,Clothing,Shoes,859.75,60.95,230
2023-12-06,South,P00787,Clothing,Shoes,929.27,197.81,76
2023-11-25,North,P00026,Toys,Action Figures,403.98,179.85,326
2022-08-14,East,P00172,Furniture,Chairs,914.74,443.5,218
2023-06-05,0,P00707,Furniture,Chairs,685.69,157.56,230
2020-04-22,West,P00752,Groceries,Vegetables,313.86,-79.82,261
2021-10-01,East,P00425,Furniture,Beds,134,30.07,257
2022-04-16,East,P00067,Electronics,Accessories,21.8,-4.1,47
2021-12-21,South,P00081,Groceries,Vegetables,891.92,52.83,311
2022-03-23,0,P00453,Groceries,Vegetables,499.04,197.36,155
2021-11-16,East,P00925,Groceries,Vegetables,823.05,-85.82,358
2022-09-22,South,P00936,Furniture,Beds,840.45,337.61,264
2020-12-18,South,P00533,Clothing,Shirts,451.69,107.2,21
2022-11-16,East,P00336,Furniture,Beds,261.72,53.61,341
2022-10-12,East,P00029,Toys,Board Games,0,-198.98,58
2020-11-15,West,P00918,Clothing,Pants,609.7,125.3,93
2020-08-13,West,P00300,Clothing,Shoes,551.01,-125.03,154
2020-08-25,West,P00380,Clothing,Shirts,755.59,213.05,292
2021-03-18,South,P00237,Toys,Puzzles,196.35,-29.96,342
2021-07-27,East,P00707,Electronics,Accessories,948.32,16.38,93
2021-10-27,West,P00712,Furniture,Beds,27.32,-7.12,166
2024-01-22,South,P00969,Groceries,Vegetables,210.82,105.13,73
2021-01-09,West,P00283,Toys,Board Games,291.22,144.39,90
2020-04-07,East,P00237,Furniture,Tables,446.33,-40.92,220
2020-06-15,East,P00913,Groceries,Fruits,718.46,179.29,42
2021-07-04,West,P00602,Groceries,Beverages,213.82,-3.85,283
2022-03-01,North,P00478,Groceries,Beverages,696.92,-38.57,73
2022-05-14,East,P00047,Clothing,Shoes,860.01,404.36,330
2022-09-04,West,P00268,Clothing,Shoes,517.71,-13.13,125
2020-04-17,West,P00848,Clothing,Shirts,814.72,132.8,326
2022-05-13,North,P00421,Groceries,Beverages,779.12,-189.61,82
2022-03-22,South,P00398,Groceries,Vegetables,836.11,-213.23,293
2022-10-08,West,P00735,Toys,Puzzles,502.26,231.16,212
2022-07-16,North,P00169,Clothing,Pants,644.04,-31.35,117
2022-05-24,South,P00842,Furniture,Chairs,43.09,7.06,259
2023-03-15,North,P00617,Furniture,Chairs,715.1,-113.91,301
2024-01-04,West,P00268,Groceries,Fruits,915.69,-119.62,35
2022-04-03,South,P00271,Electronics,Phones,976.33,-119.28,16
2023-08-02,North,P00900,Electronics,Accessories,756.18,-73.57,207
2022-02-19,East,P00880,Toys,Board Games,165.19,40.76,267
2023-03-09,South,P00062,Electronics,Accessories,834.37,79.04,68
2022-09-12,North,P00271,Toys,Action Figures,453.49,11.05,75
2023-05-21,East,P00607,Clothing,Shirts,299.33,-19.2,178
2023-05-20,West,P00570,Furniture,Tables,568.95,-55.84,259
2020-09-27,West,P00787,Furniture,Tables,266.37,107.35,161
2022-05-19,North,P00070,Furniture,Chairs,112.44,25.33,132
2020-01-27,East,P00593,Electronics,Phones,550.21,136,288
2020-09-20,West,P00729,Toys,Puzzles,680.05,-39.94,56
2024-01-16,North,P00792,Groceries,Fruits,80.33,28.49,36
2023-11-12,0,P00448,Toys,Board Games,152.43,-32.97,314
2020-05-01,South,P00400,Furniture,Tables,518.13,-110.99,307
2023-08-23,North,P00611,Toys,Board Games,139.02,29.85,357
2020-09-30,West,P00592,Clothing,Pants,106.63,-17.76,292
2020-12-18,West,P00906,Toys,Board Games,244.48,-41.09,169
2023-06-23,West,P00304,Electronics,Phones,372.24,-43.36,100
2022-08-31,North,P00090,Clothing,Shoes,685.84,139.22,39
2022-08-09,East,P00972,Toys,Board Games,111.74,-18.13,273
2023-07-18,West,P00117,Groceries,Vegetables,892.06,138.8,73
2020-06-14,West,P00332,Furniture,Chairs,430.54,-11.45,2
2021-06-25,East,P00606,Groceries,Vegetables,694.86,166.37,59
2022-05-05,South,P00176,Furniture,Tables,688.8,-81.95,2
2022-09-24,North,P00307,Groceries,Vegetables,115.96,37.64,229
2022-03-27,East,P00496,Electronics,Phones,818.94,48.05,29
2023-02-06,East,P00898,Clothing,Shirts,435.84,21.88,355
2023-07-26,South,P00122,Clothing,Shirts,577.7,-127.86,32
2022-10-20,East,P00787,Groceries,Vegetables,941.34,-150.78,301
2020-05-21,North,P00701,Furniture,Beds,246.94,49.21,100
2020-05-31,West,P00501,Clothing,Pants,876.93,-72.66,29
2022-04-16,North,P00641,Groceries,Beverages,636.85,176.31,143
2020-07-03,East,P00670,Groceries,Fruits,322.56,107.44,335
2022-05-27,North,P00715,Furniture,Beds,381.57,76.85,172
2023-10-05,South,P00223,Clothing,Shirts,899.16,403.13,114
2021-07-30,East,P00232,Toys,Puzzles,600.08,-128.44,362
2022-03-30,West,P00067,Electronics,Accessories,910.47,-76.75,58
2020-01-24,South,P00280,Furniture,Tables,16.97,5.84,196
2020-11-24,West,P00502,Clothing,Shoes,419.57,102,52
2022-02-26,South,P00586,Electronics,Laptops,916.66,93.77,236
2021-12-07,South,P00321,Groceries,Beverages,633.87,311.1,45
2023-08-06,East,P00982,Toys,Board Games,964.71,-163.05,126
2022-01-18,North,P00906,Toys,Action Figures,526.52,-68.15,29
2020-09-10,South,P00306,Electronics,Phones,817.8,2.17,286
2020-01-02,South,P00121,Toys,Board Games,101.6,1.99,3
2024-02-03,West,P00765,Groceries,Vegetables,633.39,20.86,141
2020-03-05,North,P00111,Clothing,Shoes,907.04,-172.17,130
2021-02-13,West,P00314,Electronics,Laptops,79.37,-20.22,64
2020-07-11,North,P00105,Groceries,Vegetables,730.2,240.39,352
2021-11-30,West,P00119,Electronics,Phones,501.78,187.84,58
2023-03-24,East,P00042,Furniture,Tables,72.55,13.71,312
2022-03-09,West,P00852,Groceries,Fruits,182.22,-2.01,286
2022-07-06,South,P00285,Toys,Board Games,79.99,-0.86,55
2020-03-17,South,P00682,Clothing,Shoes,306.88,-83.62,313
2020-01-30,North,P00048,Toys,Board Games,817.9,37.34,299
2020-07-16,South,P00336,Clothing,Shirts,396.39,163.64,204
2023-05-02,West,P00228,Electronics,Accessories,416.83,76.46,359
2023-09-28,South,P00126,Toys,Board Games,911.11,-160.78,100
2023-05-12,South,P00989,Furniture,Chairs,102.62,-29.42,278
2024-01-17,North,P00284,Clothing,Pants,284.37,16.99,255
2024-01-11,South,P00507,Clothing,Shoes,181.03,35.77,0
2024-01-03,West,P00692,Groceries,Fruits,170.89,79.94,276
2022-08-21,North,P00965,Furniture,Chairs,720.2,166.71,331
2021-09-13,North,P00144,Electronics,Laptops,764.74,-141.4,215
2024-02-08,West,P00289,Furniture,Chairs,946.04,194.6,27
2021-11-12,South,P00489,Clothing,Pants,460.84,52.73,170
2022-05-24,North,P00386,Groceries,Vegetables,753.04,223.76,289
2020-05-08,West,P00686,Clothing,Shirts,448.27,128.1,16
2021-06-18,East,P00724,Groceries,Fruits,815.01,139.16,12
2020-10-22,West,P00504,Clothing,Shirts,358.2,18.68,0
2021-06-17,South,P00081,Electronics,Laptops,421.47,-39.35,269
2022-06-17,South,P00778,Electronics,Laptops,38.88,5.17,353
2023-09-24,West,P00959,Toys,Board Games,493.02,-67.34,286
2022-07-19,South,P00038,Groceries,Fruits,912.61,238.8,154
2022-06-19,West,P00233,Groceries,Beverages,447.09,-87.39,134
2022-12-23,South,P00838,Furniture,Chairs,802.81,48.89,216
2023-10-17,East,P00217,Electronics,Phones,0,164.77,330
2022-08-03,North,P00015,Electronics,Phones,90.86,-11.43,0
2021-11-17,South,P00282,Electronics,Laptops,915.69,-29,262
2023-01-03,West,P00048,Furniture,Beds,491.96,220.36,278
2022-03-13,South,P00852,Electronics,Accessories,899.68,58.67,104
2021-09-01,North,P00659,Furniture,Beds,108.15,21.45,233
2023-12-17,West,P00853,Toys,Action Figures,189.82,-11.03,9
2020-03-28,North,P00767,Clothing,Shirts,172.92,4.33,269
2021-12-13,North,P00263,Clothing,Shoes,934.24,416.75,291
2022-06-04,East,P00344,Groceries,Vegetables,522.1,-121.46,120
2020-06-11,North,P00946,Toys,Action Figures,856.61,-11.13,192
2021-04-05,South,P00440,Clothing,Pants,589.95,-125.31,103
2020-04-29,South,P00669,Groceries,Fruits,313.38,147.22,323
2021-12-08,South,P00120,Furniture,Chairs,253,69.33,129
2022-07-08,West,P00344,Toys,Action Figures,676.69,129.65,210
2022-02-25,South,P00886,Toys,Puzzles,109.45,11.75,293
2020-02-01,North,P00561,Electronics,Accessories,255.8,125.45,99
2022-03-13,South,P00318,Clothing,Pants,537.98,267.27,314
2020-07-23,West,P00421,Clothing,Pants,219.96,-23.93,143
2023-07-19,South,P00226,Furniture,Chairs,417.02,-46.93,299
2020-03-01,West,P00157,Clothing,Shirts,372.45,-80.86,160
2021-10-02,North,P00618,Toys,Board Games,348.15,-10.16,215
2022-04-25,North,P00727,Furniture,Chairs,998,385.74,232
2023-12-09,East,P00391,Toys,Puzzles,155.14,-26.73,0
2021-06-11,South,P00915,Groceries,Beverages,744.6,-204.61,323
2023-03-09,West,P00461,Toys,Board Games,636.75,266.94,294
2022-04-10,East,P00951,Furniture,Tables,772.03,269.24,283
2022-05-19,East,P00460,Groceries,Fruits,947.68,23.85,44
2021-03-29,East,P00016,Toys,Puzzles,0,204.43,127
2021-05-27,North,P00758,Electronics,Accessories,692.29,-18.57,76
2021-08-18,East,P00555,Clothing,Shirts,815.57,-103.02,302
2020-03-29,East,P00014,Electronics,Accessories,807.07,306.77,85
2022-04-19,South,P00787,Furniture,Tables,952.74,-247.82,216
2024-02-02,South,P00400,Groceries,Vegetables,965.28,-78.35,174
2023-12-13,North,P00890,Groceries,Fruits,26.8,12.55,31
2020-08-19,East,P00127,Furniture,Chairs,507.6,-47.6,105
2023-10-22,North,P00932,Groceries,Vegetables,24.23,-6.31,101
2021-10-15,South,P00572,Groceries,Beverages,824.43,-238.57,341
2022-10-26,North,P00588,Furniture,Chairs,464.97,46.11,38
2020-10-09,South,P00760,Electronics,Laptops,670.66,-133.82,121
2020-08-25,North,P00304,Toys,Puzzles,767.5,67.72,323
2022-06-20,East,P00373,Toys,Puzzles,651.77,-105.65,13
2022-11-30,South,P00292,Groceries,Beverages,220.9,41.14,313
2022-02-05,West,P00982,Clothing,Shoes,962.71,110.42,261
2020-11-28,North,P00471,Toys,Puzzles,589.08,-51.26,185
2022-03-19,East,P00232,Electronics,Phones,805.66,285.41,309
2020-11-14,North,P00741,Electronics,Laptops,935.08,-126.02,104
2020-01-08,East,P00099,Electronics,Laptops,755.94,-146.67,212
2023-01-28,West,P00332,Clothing,Shirts,550.79,-125.81,332
2020-11-10,North,P00843,Electronics,Phones,303.93,-91.03,89
2021-08-18,West,P00849,Clothing,Shirts,108.25,-24.62,216
2020-11-21,East,P00023,Electronics,Laptops,88.29,5.12,178
2023-12-06,North,P00976,Groceries,Vegetables,626.91,-9.5,15
2023-01-04,West,P00608,Clothing,Shirts,241.35,51.01,214
2021-12-02,East,P00626,Electronics,Accessories,326.86,101.5,305
2021-03-16,East,P00760,Furniture,Tables,391.26,13.42,60
2022-02-22,South,P00856,Electronics,Accessories,296.25,18.08,29
2020-12-27,North,P00641,Toys,Puzzles,761.28,-163.95,289
2022-12-05,East,P00081,Clothing,Pants,816.48,366.54,57
2022-09-21,West,P00477,Clothing,Pants,367.87,-4.79,93
2022-03-18,South,P00919,Electronics,Accessories,400.25,0,359
2020-11-21,East,P00235,Electronics,Laptops,347.56,119.69,238
2022-11-20,East,P00075,Furniture,Tables,64.88,9.3,73
2021-08-27,0,P00804,Furniture,Chairs,339.97,31.8,17
2023-07-16,East,P00196,Clothing,Shirts,918.59,391.94,120
2022-06-28,West,P00730,Groceries,Vegetables,491.62,-16.11,196
2024-01-24,South,P00467,Toys,Action Figures,978.55,311.7,11
2022-12-09,South,P00585,Clothing,Pants,312.05,-51.46,253
2022-03-02,West,P00340,Toys,Board Games,452.88,-59.61,7
2020-02-23,North,P00929,Electronics,Phones,329.91,44.63,12
2020-02-07,North,P00629,Toys,Action Figures,305.51,72.68,228
2022-10-18,West,P00928,Clothing,Pants,0,-43.5,134
2023-01-02,West,P00248,Clothing,Pants,463.19,142.48,66
2021-12-22,South,P00533,Furniture,Tables,85.86,19.85,259
2021-07-13,East,P00549,Furniture,Beds,494.39,-35.17,55
2021-02-04,North,P00620,Toys,Puzzles,568.1,-77.27,226
2023-05-22,North,P00925,Furniture,Chairs,587.59,41.18,121
2023-01-01,North,P00662,Groceries,Vegetables,0,82.38,302
2023-09-29,South,P00737,Groceries,Fruits,822.71,35.46,315
2020-01-02,East,P00865,Groceries,Fruits,906.85,-180.18,273
2024-01-25,East,P00506,Electronics,Laptops,524.01,-58.95,24
2021-02-27,North,P00799,Clothing,Pants,944.33,454.4,25
2022-07-19,West,P00728,Furniture,Beds,328.32,-89.39,37
2023-11-17,South,P00067,Toys,Board Games,705.37,160.2,320
2023-01-29,West,P00543,Furniture,Chairs,47.67,13.49,86
2020-05-17,South,P00592,Groceries,Fruits,61.5,-12.86,355
2020-10-21,South,P00949,Electronics,Laptops,389.55,144.03,100
2021-03-21,East,P00796,Toys,Puzzles,730.26,-151.8,15
2020-07-04,West,P00168,Furniture,Chairs,291.83,0.23,29
2020-08-15,West,P00613,Toys,Puzzles,544.27,-129.54,130
2022-01-24,North,P00217,Electronics,Laptops,624.35,131.54,214
2021-02-15,West,P00518,Groceries,Fruits,933.86,196.04,90
2023-03-07,South,P00469,Groceries,Vegetables,537.52,41.42,194
2023-12-31,East,P00066,Electronics,Accessories,117.32,47.02,229
2022-07-03,South,P00254,Clothing,Shoes,758.97,-169.86,118
2020-07-25,West,P00978,Groceries,Beverages,409.59,202.69,191
2021-10-16,West,P00872,Toys,Board Games,675.92,-109.01,78
2020-11-12,South,P00232,Clothing,Shoes,510.3,124.5,281
2024-02-02,North,P00764,Toys,Board Games,745.92,207.86,211
2020-09-25,South,P00119,Electronics,Accessories,668.99,63.41,306
2020-11-25,East,P00541,Furniture,Beds,732.62,0,334
2021-05-06,West,P00791,Clothing,Shirts,455.56,-62.06,101
2022-08-25,East,P00644,Groceries,Vegetables,653.05,0,243
2021-07-31,North,P00656,Electronics,Laptops,286.55,-1.29,95
2024-01-09,South,P00490,Electronics,Laptops,516.82,62.85,67
2023-08-29,North,P00321,Electronics,Laptops,883.59,139.03,322
2022-03-18,South,P00908,Groceries,Fruits,325.63,56.92,337
2024-02-09,North,P00211,Electronics,Accessories,504.12,-106.82,142
2020-07-15,0,P00516,Groceries,Beverages,31.76,10.87,326
2022-07-15,East,P00529,Groceries,Fruits,304.24,-58.26,338
2021-05-04,South,P00968,Toys,Action Figures,101.59,-22.27,358
2021-10-01,East,P00083,Toys,Puzzles,784.92,353.2,203
2020-01-13,West,P00161,Clothing,Shirts,642.29,-120.11,274
2022-02-13,West,P00625,Electronics,Phones,843.77,-111.85,156
2022-05-13,South,P00416,Toys,Puzzles,614.82,-183.82,162
2023-01-13,West,P00672,Furniture,Chairs,526.49,-47.31,116
2023-07-19,North,P00576,Furniture,Beds,948.38,-88.35,210
2022-08-02,West,P00207,Groceries,Fruits,322.4,106.76,136
2020-04-27,East,P00403,Furniture,Tables,501.55,-100.98,100
2023-08-10,East,P00669,Electronics,Phones,775.11,265.5,286
2023-12-20,North,P00304,Electronics,Phones,524.99,80.11,282
2023-04-12,North,P00148,Toys,Puzzles,159.9,54.17,127
2022-10-26,North,P00676,Toys,Board Games,412.35,143.29,359
2022-08-23,South,P00529,Groceries,Vegetables,114.75,23.24,242
2020-03-27,East,P00574,Clothing,Shoes,956.34,-233.04,364
2023-11-18,East,P00420,Electronics,Accessories,0,0,156
2022-01-13,West,P00691,Electronics,Laptops,13.92,1.4,250
2020-05-07,West,P00672,Furniture,Chairs,844.71,181.93,360
2022-04-01,East,P00249,Toys,Action Figures,868.15,360.44,189
2020-01-24,West,P00746,Groceries,Beverages,223.36,-27.51,58
2021-09-12,North,P00691,Furniture,Chairs,505.29,16.23,41
2022-01-05,North,P00734,Groceries,Fruits,175.12,59.18,78
2020-09-07,East,P00865,Groceries,Beverages,95.27,6.77,119
2021-09-01,South,P00743,Furniture,Beds,294.29,-11.12,74
2021-06-06,North,P00220,Clothing,Shoes,406.33,56.85,255
2021-12-30,East,P00436,Clothing,Shoes,918.42,219.03,206
2022-05-08,West,P00122,Toys,Board Games,223.31,-45.47,286
2022-09-02,South,P00879,Clothing,Pants,524.49,-77.38,258
2023-08-21,East,P00092,Clothing,Shirts,60.34,23.58,251
2021-02-01,South,P00669,Groceries,Vegetables,310.04,65.29,222
2021-02-05,North,P00916,Groceries,Beverages,674.16,156.09,349
2022-05-10,North,P00519,Furniture,Beds,553.92,95.66,183
2023-02-06,North,P00957,Furniture,Beds,777.33,153.56,353
2023-11-13,North,P00910,Groceries,Fruits,845.24,-121.75,104
2020-07-07,North,P00944,Toys,Puzzles,805.82,86.31,257
2021-08-20,South,P00612,Furniture,Tables,716.47,-96,40
2020-06-22,East,P00008,Electronics,Laptops,150.2,-32.74,264
2023-06-05,East,P00767,Groceries,Beverages,966.92,59.73,87
2023-08-25,West,P00314,Clothing,Shoes,395.54,182.49,310
2021-05-21,North,P00093,Furniture,Chairs,869.42,352.12,252
2023-05-17,North,P00247,Groceries,Beverages,675.33,176.75,302
2023-12-12,West,P00694,Furniture,Chairs,27.54,7.23,295
2020-06-20,North,P00685,Clothing,Shoes,490.41,158.07,38
2021-06-26,West,P00790,Electronics,Laptops,569.95,58.78,348
2023-03-22,West,P00488,Electronics,Accessories,373.67,45.12,236
2021-10-09,East,P00541,Clothing,Shirts,850.12,349.33,308
2022-02-13,North,P00310,Toys,Action Figures,731.14,-34.24,289
2020-11-15,East,P00396,Electronics,Accessories,934.08,260.45,186
2022-05-16,North,P00594,Furniture,Tables,651.24,-180.11,248
2020-12-29,North,P00269,Electronics,Laptops,710.68,-8.53,276
2021-12-31,South,P00212,Toys,Board Games,365.83,-85.9,10
2021-11-16,North,P00993,Toys,Board Games,671.98,-32.03,12
2022-12-17,South,P00649,Furniture,Beds,872.77,-96.01,217
2020-04-01,West,P00735,Furniture,Tables,0,93.94,39
2023-11-10,East,P00354,Clothing,Shoes,427.3,-95.92,312
2022-06-07,East,P00201,Furniture,Beds,176.55,-26.14,253
2023-10-15,East,P00188,Furniture,Beds,293.42,-29.94,333
2020-06-12,East,P00146,Groceries,Fruits,0,140.69,343
2023-07-24,East,P00364,Electronics,Phones,423.53,-102.3,22
2023-02-20,South,P00339,Electronics,Phones,419.99,108.48,58
2022-03-05,East,P00980,Clothing,Pants,712.64,-209.6,7
2020-02-29,South,P00505,Electronics,Accessories,47.15,7.33,362
2022-09-30,West,P00578,Toys,Action Figures,452.32,26.23,233
2022-06-06,South,P00119,Electronics,Accessories,920.44,-46.98,292
2020-04-05,North,P00879,Electronics,Laptops,850,0,130
2022-10-18,West,P00451,Clothing,Shoes,475.11,30.58,284
2023-08-14,West,P00539,Groceries,Beverages,0,165.13,232
2020-06-30,North,P00190,Furniture,Tables,508.68,185.24,140
2021-12-04,West,P00019,Toys,Action Figures,619.3,-90.32,224
